This sheet contains cases where the normalization of dc:language is being done by a match between the value of dc:language and the codes and labels of one or more langauages in NAL. ,,,,,,,,,,,,,,,,,
"Table columns:
 - 'dc:language value': The value in the source metadata that was normalized. 
 - 'automatic normalization result': the language that the normalization algorithm matched to the dc:language value (may be more than one) 
 - 'is correct': the annotator indicates here if the result of the columns 'automatic normalization result' is correct, incorrect, or he cannot be sure.
 - 'manual normalization by annotator': if the automatic normalization is incorrect, the annotator may indicate here what is the correct matching language(s)
 - 'Examples': Links to records in the Europeana portal that contain this normalization case. ",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
dc:language value,automatic normalization result,,,is correct?,manual normalization by annotator,,,Examples,,,,,,,,,
fre ; ita,fra(French),ita(Italian),,y,,,,http://data.europeana.eu/item/9200397/BibliographicResource_3000126255180,http://data.europeana.eu/item/9200397/BibliographicResource_3000126255213,http://data.europeana.eu/item/9200397/BibliographicResource_3000126255214,http://data.europeana.eu/item/9200397/BibliographicResource_3000126255215,http://data.europeana.eu/item/9200397/BibliographicResource_3000126263804,http://data.europeana.eu/item/9200397/BibliographicResource_3000126271242,http://data.europeana.eu/item/9200397/BibliographicResource_3000126273528,http://data.europeana.eu/item/9200397/BibliographicResource_3000126273529,http://data.europeana.eu/item/9200397/BibliographicResource_3000126273530,http://data.europeana.eu/item/9200397/BibliographicResource_3000126273531
fre ; lat,fra(French),lat(Latin),,y,,,,http://data.europeana.eu/item/9200397/BibliographicResource_3000126255090,http://data.europeana.eu/item/9200397/BibliographicResource_3000126255151,http://data.europeana.eu/item/9200397/BibliographicResource_3000126255152,http://data.europeana.eu/item/9200397/BibliographicResource_3000126255153,http://data.europeana.eu/item/9200397/BibliographicResource_3000126255154,http://data.europeana.eu/item/9200397/BibliographicResource_3000126255178,http://data.europeana.eu/item/9200397/BibliographicResource_3000126255183,http://data.europeana.eu/item/9200397/BibliographicResource_3000126256320,http://data.europeana.eu/item/9200397/BibliographicResource_3000126256556,http://data.europeana.eu/item/9200397/BibliographicResource_3000126256557
fre ; spa,fra(French),spa(Spanish),,y,,,,http://data.europeana.eu/item/91914/D19C0B838312B087443B7468325F4008EB464BAF,,,,,,,,,
"fre, spa",fra(French),spa(Spanish),,y,,,,http://data.europeana.eu/item/91915/9EAAE3D2923C369ECD9543D473CB6B1411505C27,,,,,,,,,
"fre,pro",fra(French),pro(Old Provençal (to 1500)),,y,,,,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_3680,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_3708,,,,,,,,
fre/ita,fra(French),ita(Italian),,y,,,,http://data.europeana.eu/item/91909/A7AAFC9EB27A877507BFC5C0D7E998DC5BD6769F,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_8345,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_8349,,,,,,,
fre/oci,fra(French),oci(Occitan),,y,,,,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_3770,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_3768,,,,,,,,
fre/pms,fra(French),pms(Piemontese),,y,,,,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_8353,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_8351,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_8354,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_8346,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_8356,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_8359,,,,
fre/pro,fra(French),pro(Old Provençal (to 1500)),,y,,,,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_3776,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_3746,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_3757,,,,,,,
fre;,fra(French),,,y,,,,http://data.europeana.eu/item/91930/u__guerraInd_3424,http://data.europeana.eu/item/91928/u__comercUPF_11012,http://data.europeana.eu/item/91928/u__comercUPF_10969,http://data.europeana.eu/item/91928/u__comercUPF_11205,http://data.europeana.eu/item/91928/u__comercUPF_10367,http://data.europeana.eu/item/91928/u__comercUPF_11295,http://data.europeana.eu/item/91928/u__comercUPF_11405,http://data.europeana.eu/item/91928/u__comercUPF_12213,http://data.europeana.eu/item/91928/u__comercUPF_11698,http://data.europeana.eu/item/91928/u__comercUPF_1228
fre; eng,fra(French),eng(English),,y,,,,http://data.europeana.eu/item/91928/u__comercUPF_38198,http://data.europeana.eu/item/91928/u__comercUPF_38391,,,,,,,,
fre; spa;,fra(French),spa(Spanish),,y,,,,http://data.europeana.eu/item/91930/u__guerraInd_9530,,,,,,,,,
"ga
 Irish",gle(Irish),,,y,,,,http://data.europeana.eu/item/9200106/A93E8AC14C465E9FB77C75569BB428F797715552,,,,,,,,,
ger ; lat,deu(German),lat(Latin),,y,,,,http://data.europeana.eu/item/9200397/BibliographicResource_3000126256471,http://data.europeana.eu/item/9200397/BibliographicResource_3000126256474,http://data.europeana.eu/item/9200397/BibliographicResource_3000126279401,,,,,,,
"german, english",deu(German),eng(English),,y,,,,http://data.europeana.eu/item/9200235/books_details_amici_socii_clientes_abhaengige_herrschaft_im_imperium_romanum,,,,,,,,,
gilaki/persan,glk(Gilaki),fas(Persian),,y,,,,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_9362,,,,,,,,,
gle ; lat,gle(Irish),lat(Latin),,y,,,,http://data.europeana.eu/item/9200397/BibliographicResource_3000126256477,,,,,,,,,
"gle, gla",gle(Irish),gla(Scottish Gaelic),,y,,,,http://data.europeana.eu/item/15903/edl_cur_sios_CAGG_2010_auth2013_pdf,http://data.europeana.eu/item/15903/edl_cur_sios_xbealach_code_glagle_pdf,http://data.europeana.eu/item/15903/edl_cur_sios_mod_Tuairisc_X_Bealach_2012_leagan2013_iii_pdf,,,,,,,
glg/spa,glg(Galician),spa(Spanish),,y,,,,http://data.europeana.eu/item/2022701/oai_realacademiagalega_org_http___www_realacademiagalega_org_hemeroteca_virtual_paxinas_do_id_1,http://data.europeana.eu/item/2022701/oai_realacademiagalega_org_http___www_realacademiagalega_org_hemeroteca_virtual_paxinas_do_id_10,http://data.europeana.eu/item/2022701/oai_realacademiagalega_org_http___www_realacademiagalega_org_hemeroteca_virtual_paxinas_do_id_100,http://data.europeana.eu/item/2022701/oai_realacademiagalega_org_http___www_realacademiagalega_org_hemeroteca_virtual_paxinas_do_id_1000,http://data.europeana.eu/item/2022701/oai_realacademiagalega_org_http___www_realacademiagalega_org_hemeroteca_virtual_paxinas_do_id_10001,http://data.europeana.eu/item/2022701/oai_realacademiagalega_org_http___www_realacademiagalega_org_hemeroteca_virtual_paxinas_do_id_10000,http://data.europeana.eu/item/2022701/oai_realacademiagalega_org_http___www_realacademiagalega_org_hemeroteca_virtual_paxinas_do_id_10004,http://data.europeana.eu/item/2022701/oai_realacademiagalega_org_http___www_realacademiagalega_org_hemeroteca_virtual_paxinas_do_id_10007,http://data.europeana.eu/item/2022701/oai_realacademiagalega_org_http___www_realacademiagalega_org_hemeroteca_virtual_paxinas_do_id_10008,http://data.europeana.eu/item/2022701/oai_realacademiagalega_org_http___www_realacademiagalega_org_hemeroteca_virtual_paxinas_do_id_10003
glk/fas,glk(Gilaki),fas(Persian),,y,,,,http://data.europeana.eu/item/2059211/dyn_portal_index_seam_page_alo_aloId_3760,,,,,,,,,
grc ; lat,grc(Ancient Greek (to 1453)),lat(Latin),,y,,,,http://data.europeana.eu/item/9200397/BibliographicResource_3000126257472,http://data.europeana.eu/item/9200397/BibliographicResource_3000126258578,http://data.europeana.eu/item/9200397/BibliographicResource_3000126258488,http://data.europeana.eu/item/9200397/BibliographicResource_3000126258993,http://data.europeana.eu/item/9200397/BibliographicResource_3000126258995,http://data.europeana.eu/item/9200397/BibliographicResource_3000126258999,http://data.europeana.eu/item/9200397/BibliographicResource_3000126274947,http://data.europeana.eu/item/9200397/BibliographicResource_3000126278939,http://data.europeana.eu/item/9200397/BibliographicResource_3000126279157,http://data.europeana.eu/item/9200397/BibliographicResource_3000126279159
grc ; syr,grc(Ancient Greek (to 1453)),syr(Syriac),,y,,,,http://data.europeana.eu/item/9200397/BibliographicResource_3000126280707,,,,,,,,,
grc la,grc(Ancient Greek (to 1453)),lat(Latin),,y,,,,http://data.europeana.eu/item/2048076/F__func_find_b_find_code_SYS_request_000192521,,,,,,,,,
gre - fr,ell(Greek),fra(French),,y,,,,http://data.europeana.eu/item/2021713/10797_5217,,,,,,,,,
"gre, eng",ell(Greek),eng(English),,y,,,,http://data.europeana.eu/item/2055709/341644,http://data.europeana.eu/item/2055709/341808,,,,,,,,
"gre, fra",ell(Greek),fra(French),,y,,,,http://data.europeana.eu/item/2055709/341536,,,,,,,,,
"gre, fre",ell(Greek),fra(French),,y,,,,http://data.europeana.eu/item/2055709/340820,http://data.europeana.eu/item/2055709/340824,http://data.europeana.eu/item/2055709/340822,http://data.europeana.eu/item/2055709/340830,http://data.europeana.eu/item/2055709/340826,http://data.europeana.eu/item/2055709/340828,http://data.europeana.eu/item/2055709/340832,http://data.europeana.eu/item/2055709/340834,,
"he
 Hebrew",heb(Hebrew),,,y,,,,http://data.europeana.eu/item/9200106/2A33236C23888E53B216370E05FEC61CFF3AA4AB,http://data.europeana.eu/item/9200106/F8D91AFE37746E071E6FC915C34899A1604403B2,http://data.europeana.eu/item/9200106/0BCCEEDC3E30D73BC4BA7756CD76BFEA0CFBF691,http://data.europeana.eu/item/9200106/1B2526B17504570216918A9FD9DA501A73277F4D,http://data.europeana.eu/item/9200106/8B91A2D82284FFB0D5F9AEC9C6BF257503A4217E,http://data.europeana.eu/item/9200106/C7B4172D51D92935BA8376501604777B21F39CE3,http://data.europeana.eu/item/9200106/9CA42A28A0A61E6F60A54D00FB3C4EF7C63C1A76,http://data.europeana.eu/item/9200106/63531B40DAE286E6A0F295278D47758A55F589F9,http://data.europeana.eu/item/9200106/8D20EF5519054F584BF87E6083FAA62BB1B3A9DC,http://data.europeana.eu/item/9200106/DF71A95EDBAA2252153EB5D4E8E87D417B041185
he de,heb(Hebrew),deu(German),,y,,,,http://data.europeana.eu/item/2048076/F__func_find_b_find_code_SYS_request_000022617,,,,,,,,,
he es,heb(Hebrew),spa(Spanish),,y,,,,http://data.europeana.eu/item/2048076/F__func_find_b_find_code_SYS_request_000102263,,,,,,,,,
